id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl,
408,"@XenoVoid111","My bou tanjro rip asf","UgxTgi9CXx0fClucdxF4AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgxTgi9CXx0fClucdxF4AaABAg","2024-04-11 20:30:02",0,"My bou tanjro rip asf","http://www.youtube.com/@XenoVoid111",
409,"@AngelGrilz","Where in the endgame now","Ugy4rtTOs7ISFOF3Wkh4AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=Ugy4rtTOs7ISFOF3Wkh4AaABAg","2024-04-11 20:18:59",0,"Where in the endgame now","http://www.youtube.com/@AngelGrilz",
410,"@tonymaksoud4629","“Winter is coming”","Ugy4YXD38wb0_pe7UEd4AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=Ugy4YXD38wb0_pe7UEd4AaABAg","2024-04-11 20:15:32",0,"“Winter is coming”","http://www.youtube.com/@tonymaksoud4629",
411,"@alcidespereira2427","The best Trailler👑🌟🌟","UgwR_v2XQq5r12ZouTl4AaABAg","",1,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgwR_v2XQq5r12ZouTl4AaABAg","2024-04-11 19:13:09",0,"The best Trailler👑🌟🌟","http://www.youtube.com/@alcidespereira2427",
412,"@AnimeLoverKNY","IM A LIL TOO EXCITED","Ugy12l_IN6XDagW8_cV4AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=Ugy12l_IN6XDagW8_cV4AaABAg","2024-04-11 19:11:53",0,"IM A LIL TOO EXCITED","http://www.youtube.com/@AnimeLoverKNY",
413,"@S.D.V.0FICIAL","se va a estrenar en Neflix???😭😭😭😭","UgxMPMDrgDoWZK1w2_54AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgxMPMDrgDoWZK1w2_54AaABAg","2024-04-11 19:04:37",2,"se va a estrenar en Neflix???😭😭😭😭","http://www.youtube.com/@S.D.V.0FICIAL",
414,"@hazardEXE27","yes","UgxMPMDrgDoWZK1w2_54AaABAg.A26P5ReM4waA26hEtO0Bfa","@S.D.V.0FICIAL",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgxMPMDrgDoWZK1w2_54AaABAg.A26P5ReM4waA26hEtO0Bfa","2024-04-11 21:51:56",0,"yes","http://www.youtube.com/@hazardEXE27",
415,"@S.D.V.0FICIAL","thank you so much!!!!💞💞💞💞","UgxMPMDrgDoWZK1w2_54AaABAg.A26P5ReM4waA26iaow71qE","@S.D.V.0FICIAL",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgxMPMDrgDoWZK1w2_54AaABAg.A26P5ReM4waA26iaow71qE","2024-04-11 22:03:48",0,"thank you so much!!!!💞💞💞💞","http://www.youtube.com/@S.D.V.0FICIAL",
416,"@uzunanimations","Japonlar Fragman Yapamıyor","UgxHCAM8AcJFPXQ5_wZ4AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgxHCAM8AcJFPXQ5_wZ4AaABAg","2024-04-11 18:49:42",0,"Japonlar Fragman Yapamıyor","http://www.youtube.com/@uzunanimations",
417,"@DcmWasHere","Yesssssiiiiirrrrrr","Ugybcahbflp0jbY8id14AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=Ugybcahbflp0jbY8id14AaABAg","2024-04-11 18:33:11",0,"Yesssssiiiiirrrrrr","http://www.youtube.com/@DcmWasHere",
418,"@LunarLavenderzz","The song is fire my lord ,I thinks better then the rest of the openings✨✨✨. I\'m so ready for Obanai and Tomioka 🔥🔥🔥🔥🔥","Ugwp_CHHY5GaWNOVBt14AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=Ugwp_CHHY5GaWNOVBt14AaABAg","2024-04-11 18:20:13",0,"The song is fire my lord ,I thinks better then the rest of the openings✨✨✨. I\'m so ready for Obanai and Tomioka 🔥🔥🔥🔥🔥","http://www.youtube.com/@LunarLavenderzz",
419,"@DerrpAnimation","me the second I saw this: *screams and runs to my dad* daaaaaaaaaaad it\'s coming out on may 12!!!!!! AHHHHHHHH!!!!","UgygQbjEpyM9d0qDwhd4AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgygQbjEpyM9d0qDwhd4AaABAg","2024-04-11 18:12:24",0,"me the second I saw this: *screams and runs to my dad* daaaaaaaaaaad it\'s coming out on may 12!!!!!! AHHHHHHHH!!!!","http://www.youtube.com/@DerrpAnimation",
420,"@HelloKittyOW","I sure can\'t wait for a whole whopping 6 episodes!!!!","Ugy3hS01hVGHmM26RiN4AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=Ugy3hS01hVGHmM26RiN4AaABAg","2024-04-11 18:10:50",0,"I sure can\'t wait for a whole whopping 6 episodes!!!!","http://www.youtube.com/@HelloKittyOW",
421,"@Soup4lifee","Sanemis hair is basically gone 😭😭","UgxOkg0JWhXQX6SU7ut4AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgxOkg0JWhXQX6SU7ut4AaABAg","2024-04-11 18:05:34",0,"Sanemis hair is basically gone 😭😭","http://www.youtube.com/@Soup4lifee",
422,"@cookiesncream9337","NOO I DON\'T HAVE CRUNCHY ROLL😭😭😭","Ugw3Nek9BbrlJyOGwl94AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=Ugw3Nek9BbrlJyOGwl94AaABAg","2024-04-11 18:00:38",0,"NOO I DON\'T HAVE CRUNCHY ROLL😭😭😭","http://www.youtube.com/@cookiesncream9337",
423,"@Mgsa14","I will never be any more motivated to go to the gym then when I watch this arc","UgzlqD0QAXTNVADehVF4AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgzlqD0QAXTNVADehVF4AaABAg","2024-04-11 17:56:49",0,"I will never be any more motivated to go to the gym then when I watch this arc","http://www.youtube.com/@Mgsa14",
424,"@cookiesncream9337","HOLY MOLLYYYYY I\'M WAITING😍✨✨","Ugy_UjGyESjsZsH82FB4AaABAg","",1,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=Ugy_UjGyESjsZsH82FB4AaABAg","2024-04-11 17:56:46",0,"HOLY MOLLYYYYY I\'M WAITING😍✨✨","http://www.youtube.com/@cookiesncream9337",
425,"@DooaaSalmi-ur4dt","I have a feeling that this season will be the greatest in the entire anime. I feel goosebumps from so much excitement","Ugx3DxsK6JR3HL_lLdB4AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=Ugx3DxsK6JR3HL_lLdB4AaABAg","2024-04-11 17:34:52",13,"I have a feeling that this season will be the greatest in the entire anime. I feel goosebumps from so much excitement","http://www.youtube.com/@DooaaSalmi-ur4dt",
426,"@hazardEXE27","not this season ( this season is training). But next season will be peak. Absolutely peak.","Ugx3DxsK6JR3HL_lLdB4AaABAg.A26Ep5Hx3NjA26hN_DUvqT","@DooaaSalmi-ur4dt",2,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=Ugx3DxsK6JR3HL_lLdB4AaABAg.A26Ep5Hx3NjA26hN_DUvqT","2024-04-11 21:53:07",0,"not this season ( this season is training). But next season will be peak. Absolutely peak.","http://www.youtube.com/@hazardEXE27",
427,"@user-ds6pj","Nope this season will be boring but the next season will be absolutely insane","Ugx3DxsK6JR3HL_lLdB4AaABAg.A26Ep5Hx3NjA27NnKWgvxU","@DooaaSalmi-ur4dt",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=Ugx3DxsK6JR3HL_lLdB4AaABAg.A26Ep5Hx3NjA27NnKWgvxU","2024-04-12 04:12:30",0,"Nope this season will be boring but the next season will be absolutely insane","http://www.youtube.com/@user-ds6pj",
428,"@toontoon54","​@@user-ds6pjonly boring to people who only care about fights, most hold story, characters, themes, etc. in higher regard, so it\'ll be a blast","Ugx3DxsK6JR3HL_lLdB4AaABAg.A26Ep5Hx3NjA2BuLId20Kg","@DooaaSalmi-ur4dt",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=Ugx3DxsK6JR3HL_lLdB4AaABAg.A26Ep5Hx3NjA2BuLId20Kg","2024-04-13 22:22:36",0,"​@@user-ds6pjonly boring to people who only care about fights, most hold story, characters, themes, etc. in higher regard, so it\'ll be a blast","http://www.youtube.com/@toontoon54",
429,"@user-ds6pj","@@toontoon54 the season is not going to have any emotional story and stuff. Normally movies of shows that are popular but does not promote the usual fighting like style of shonen are known for there emotional or romantic story like rascal does not dream of a bunny girl senpai and etc. beside demon slayer is widely regarded as a fighting anime. It is neither a psychological anime nor an emotional slice of life based anime.","Ugx3DxsK6JR3HL_lLdB4AaABAg.A26Ep5Hx3NjA2EXFilBBhz","@DooaaSalmi-ur4dt",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=Ugx3DxsK6JR3HL_lLdB4AaABAg.A26Ep5Hx3NjA2EXFilBBhz","2024-04-14 22:49:51",0,"@@toontoon54 the season is not going to have any emotional story and stuff. Normally movies of shows that are popular but does not promote the usual fighting like style of shonen are known for there emotional or romantic story like rascal does not dream of a bunny girl senpai and etc. beside demon slayer is widely regarded as a fighting anime. It is neither a psychological anime nor an emotional slice of life based anime.","http://www.youtube.com/@user-ds6pj",
430,"@toontoon54","@@user-ds6pj That\'s blatantly not true, the season will have tons of emotional story. And Demon Slayer is well known for its jaw dropping story, characters, themes, dialogue, world, all of the above and it will all be super prominent in the arc. Again, it will only be boring to the few anime fans who only watch for action and not to think with their heads.","Ugx3DxsK6JR3HL_lLdB4AaABAg.A26Ep5Hx3NjA2EbV-teMu8","@DooaaSalmi-ur4dt",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=Ugx3DxsK6JR3HL_lLdB4AaABAg.A26Ep5Hx3NjA2EbV-teMu8","2024-04-14 23:35:38",0,"@@user-ds6pj That\'s blatantly not true, the season will have tons of emotional story. And Demon Slayer is well known for its jaw dropping story, characters, themes, dialogue, world, all of the above and it will all be super prominent in the arc. Again, it will only be boring to the few anime fans who only watch for action and not to think with their heads.","http://www.youtube.com/@toontoon54",
431,"@niv.m6548","Someone is missing amongst the hashiras❤️‍🔥💔","Ugzq4BrnFC_i1oL7HV54AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=Ugzq4BrnFC_i1oL7HV54AaABAg","2024-04-11 17:33:54",0,"Someone is missing amongst the hashiras❤️‍🔥💔","http://www.youtube.com/@niv.m6548",
432,"@NOIdEa0","Me realizing that this season would be shown on the same date as my exams...🥰💔","UgxaC05FkerEogLElrp4AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgxaC05FkerEogLElrp4AaABAg","2024-04-11 17:17:17",0,"Me realizing that this season would be shown on the same date as my exams...🥰💔","http://www.youtube.com/@NOIdEa0",
433,"@jeremiasnicolas2459","So what this season is going to cover? Just training?","UgxfOlTcDtY5DsLMB-J4AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgxfOlTcDtY5DsLMB-J4AaABAg","2024-04-11 16:51:53",1,"So what this season is going to cover? Just training?","http://www.youtube.com/@jeremiasnicolas2459",
434,"@hazardEXE27","after ep 4 we will get to see what they will show. Pray that they will show at least zenitsu vs Kaigaku\'s fight","UgxfOlTcDtY5DsLMB-J4AaABAg.A269uHW6yvSA26hWAB0M1d","@jeremiasnicolas2459",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgxfOlTcDtY5DsLMB-J4AaABAg.A269uHW6yvSA26hWAB0M1d","2024-04-11 21:54:17",0,"after ep 4 we will get to see what they will show. Pray that they will show at least zenitsu vs Kaigaku\'s fight","http://www.youtube.com/@hazardEXE27",
435,"@MiArcangel","NPCs: hardcore training Also NPCs: get killed by demons in like 5 seconds 😂","UgzZYGb9-hn_AaHeo-N4AaABAg","",2,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgzZYGb9-hn_AaHeo-N4AaABAg","2024-04-11 15:59:21",0,"NPCs: hardcore training Also NPCs: get killed by demons in like 5 seconds 😂","http://www.youtube.com/@MiArcangel",
436,"@BB_20-","2 DAY BEFORE MY BIRTHDAY IT COMES OUT 😍","Ugyw_Ash-0RyuBaXBaF4AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=Ugyw_Ash-0RyuBaXBaF4AaABAg","2024-04-11 15:38:14",0,"2 DAY BEFORE MY BIRTHDAY IT COMES OUT 😍","http://www.youtube.com/@BB_20-",
437,"@moonlightkitties","I\'m so excited bro- ❤🎉❤🎉❤🎉🎉❤🎉❤🎉","UgzxBzGv11oqdPvdLV94AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgzxBzGv11oqdPvdLV94AaABAg","2024-04-11 15:23:20",0,"I\'m so excited bro- ❤🎉❤🎉❤🎉🎉❤🎉❤🎉","http://www.youtube.com/@moonlightkitties",
438,"@gurilubana10","Where the hell is god zenitsu","UgyBXnwIkdfXQr1Wdmt4AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgyBXnwIkdfXQr1Wdmt4AaABAg","2024-04-11 14:49:10",1,"Where the hell is god zenitsu","http://www.youtube.com/@gurilubana10",
439,"@hazardEXE27","he will be there","UgyBXnwIkdfXQr1Wdmt4AaABAg.A25wrUWkNyLA26h_EM_AbU","@gurilubana10",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgyBXnwIkdfXQr1Wdmt4AaABAg.A25wrUWkNyLA26h_EM_AbU","2024-04-11 21:54:51",0,"he will be there","http://www.youtube.com/@hazardEXE27",
440,"@moloe56","SHINOBU IS QUEEN !!!!","UgyWvWIoJBvK5wnlYG14AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgyWvWIoJBvK5wnlYG14AaABAg","2024-04-11 14:48:18",1,"SHINOBU IS QUEEN !!!!","http://www.youtube.com/@moloe56",
441,"@tokitomuimui","Doushino forever 💙💙💙","UgyWvWIoJBvK5wnlYG14AaABAg.A25wl5u1tI2A275HdOutBr","@moloe56",2,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgyWvWIoJBvK5wnlYG14AaABAg.A25wl5u1tI2A275HdOutBr","2024-04-12 01:30:45",0,"Doushino forever 💙💙💙","http://www.youtube.com/@tokitomuimui",
442,"@Abhishek-zl1pn","Attention please ⚠️ Training arc is coming ❤❤","UgzhJhGPb7ZN6mqlmUp4AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgzhJhGPb7ZN6mqlmUp4AaABAg","2024-04-11 14:07:00",0,"Attention please ⚠️ Training arc is coming ❤❤","http://www.youtube.com/@Abhishek-zl1pn",
443,"@tokitomuimui","Shinobu 💙 looking so beautiful ❤😍 Shinobu looks beautiful because she know one day she will be on front of douma 😊 and we all know what happens after 😅 but in next life douma is future husband of shinobu 😌 Doushino forever 💙💙💙","UgwZSnZ-k6R5F5l0B3l4AaABAg","",2,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgwZSnZ-k6R5F5l0B3l4AaABAg","2024-04-11 13:50:18",9,"Shinobu 💙 looking so beautiful ❤😍 Shinobu looks beautiful because she know one day she will be on front of douma 😊 and we all know what happens after 😅 but in next life douma is future husband of shinobu 😌 Doushino forever 💙💙💙","http://www.youtube.com/@tokitomuimui",
444,"@hazardEXE27","wrong. In next life douma is con artist and shinobu is a school girl and we fan never ship douma with shinobu. Douma is a bad character and even muzan hated him due to his lack of emotions.","UgwZSnZ-k6R5F5l0B3l4AaABAg.A25q7KB93E5A26hj_DlBjX","@tokitomuimui",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgwZSnZ-k6R5F5l0B3l4AaABAg.A25q7KB93E5A26hj_DlBjX","2024-04-11 21:56:15",0,"wrong. In next life douma is con artist and shinobu is a school girl and we fan never ship douma with shinobu. Douma is a bad character and even muzan hated him due to his lack of emotions.","http://www.youtube.com/@hazardEXE27",
445,"@tokitomuimui","​@@hazardEXE27 lol 😂 In next life shinobu make douma good person from con artist and douma also make good person for shinobu 😌","UgwZSnZ-k6R5F5l0B3l4AaABAg.A25q7KB93E5A274UtgWoWB","@tokitomuimui",2,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgwZSnZ-k6R5F5l0B3l4AaABAg.A25q7KB93E5A274UtgWoWB","2024-04-12 01:23:50",0,"​@@hazardEXE27 lol 😂 In next life shinobu make douma good person from con artist and douma also make good person for shinobu 😌","http://www.youtube.com/@tokitomuimui",
446,"@tokitomuimui","​@@hazardEXE27 in last douma true emotions only develop for shinobu 💙😌 that is love ❤😌","UgwZSnZ-k6R5F5l0B3l4AaABAg.A25q7KB93E5A274_vaRHMa","@tokitomuimui",2,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgwZSnZ-k6R5F5l0B3l4AaABAg.A25q7KB93E5A274_vaRHMa","2024-04-12 01:24:39",0,"​@@hazardEXE27 in last douma true emotions only develop for shinobu 💙😌 that is love ❤😌","http://www.youtube.com/@tokitomuimui",
447,"@hazardEXE27","@@tokitomuimui bro shinobu in the end told douma to rot in hell. Also gyomei confirm that shinobu has a crush on giyu.. Bro as i said don\'t ship douma and shinobu","UgwZSnZ-k6R5F5l0B3l4AaABAg.A25q7KB93E5A278l-ycUcJ","@tokitomuimui",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgwZSnZ-k6R5F5l0B3l4AaABAg.A25q7KB93E5A278l-ycUcJ","2024-04-12 02:01:07",0,"@@tokitomuimui bro shinobu in the end told douma to rot in hell. Also gyomei confirm that shinobu has a crush on giyu.. Bro as i said don\'t ship douma and shinobu","http://www.youtube.com/@hazardEXE27",
448,"@tokitomuimui","​@@hazardEXE27 gyomei never confirm it 🙄 gyomei said giyu and shinobu enjoy each other but that means anything that not only means they enjoy each other as a couple but that also means giyu and shinobu enjoy each other as freinds Or siblings 🙂","UgwZSnZ-k6R5F5l0B3l4AaABAg.A25q7KB93E5A27HueAYQu5","@tokitomuimui",2,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgwZSnZ-k6R5F5l0B3l4AaABAg.A25q7KB93E5A27HueAYQu5","2024-04-12 03:21:05",0,"​@@hazardEXE27 gyomei never confirm it 🙄 gyomei said giyu and shinobu enjoy each other but that means anything that not only means they enjoy each other as a couple but that also means giyu and shinobu enjoy each other as freinds Or siblings 🙂","http://www.youtube.com/@tokitomuimui",
449,"@tokitomuimui","How many demon slayer fans are Douma and shinobu shippers 👇👇👇","Ugy0F5qFeRKpmC_b1nB4AaABAg","",2,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=Ugy0F5qFeRKpmC_b1nB4AaABAg","2024-04-11 13:46:13",0,"How many demon slayer fans are Douma and shinobu shippers 👇👇👇","http://www.youtube.com/@tokitomuimui",
450,"@Bonsai-Sage","Where is Zenetzu?","UgxLikO7T9vXT5j-XI94AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgxLikO7T9vXT5j-XI94AaABAg","2024-04-11 13:41:46",0,"Where is Zenetzu?","http://www.youtube.com/@Bonsai-Sage",
451,"@kawaiibev","I just caught up and I’m so excited the next season will be here soon !!!😁","Ugxr9Gnt7rDZMH409Q94AaABAg","",1,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=Ugxr9Gnt7rDZMH409Q94AaABAg","2024-04-11 13:33:07",0,"I just caught up and I’m so excited the next season will be here soon !!!😁","http://www.youtube.com/@kawaiibev",
452,"@Gwynbleidd_117","It’s crazy to think after this we’ll be in the final arcs. I appreciate how dedicated ufotable has been to this series. Wont have to wait for a decade to see it complete like AoT lol","UgzXp33CY0_fAqk_aYp4AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgzXp33CY0_fAqk_aYp4AaABAg","2024-04-11 13:29:14",0,"It’s crazy to think after this we’ll be in the final arcs. I appreciate how dedicated ufotable has been to this series. Wont have to wait for a decade to see it complete like AoT lol","http://www.youtube.com/@Gwynbleidd_117",
453,"@Izana_Kw","Eu fico aqui imaginando, se treinando eles já levaram um pau imagina se não terminassem, iriam morrem com um golpe 😂😂","Ugy26Mqps4ZBfXRdubB4AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=Ugy26Mqps4ZBfXRdubB4AaABAg","2024-04-11 13:28:05",0,"Eu fico aqui imaginando, se treinando eles já levaram um pau imagina se não terminassem, iriam morrem com um golpe 😂😂","http://www.youtube.com/@Izana_Kw",
454,"@sniper_owl","Boring arc 😞","Ugz5D7nC13VxoByNXLt4AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=Ugz5D7nC13VxoByNXLt4AaABAg","2024-04-11 13:24:09",1,"Boring arc 😞","http://www.youtube.com/@sniper_owl",
455,"@toontoon54","Bruh, doesn\'t need fights, it has story characters and everything else","Ugz5D7nC13VxoByNXLt4AaABAg.A25n7lAvn15A2BuqEAmk4l","@sniper_owl",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=Ugz5D7nC13VxoByNXLt4AaABAg.A25n7lAvn15A2BuqEAmk4l","2024-04-13 22:26:58",0,"Bruh, doesn\'t need fights, it has story characters and everything else","http://www.youtube.com/@toontoon54",
456,"@fcuk708opop7","lets grind with them until tanjiro beats michl jackson","UgyBXvUHMgcPriLH-cx4AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgyBXvUHMgcPriLH-cx4AaABAg","2024-04-11 13:18:01",2,"lets grind with them until tanjiro beats michl jackson","http://www.youtube.com/@fcuk708opop7",
457,"@hazardEXE27","well tanjiro never defeated muzan😂","UgyBXvUHMgcPriLH-cx4AaABAg.A25mQuMNigHA26hnq8qr1z","@fcuk708opop7",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgyBXvUHMgcPriLH-cx4AaABAg.A25mQuMNigHA26hnq8qr1z","2024-04-11 21:56:50",0,"well tanjiro never defeated muzan😂","http://www.youtube.com/@hazardEXE27",
458,"@fcuk708opop7","@@hazardEXE27 i was saying ""grind until u die"" indirectly","UgyBXvUHMgcPriLH-cx4AaABAg.A25mQuMNigHA2FytvRnT4x","@fcuk708opop7",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgyBXvUHMgcPriLH-cx4AaABAg.A25mQuMNigHA2FytvRnT4x","2024-04-15 12:19:23",0,"@@hazardEXE27 i was saying ""grind until u die"" indirectly","http://www.youtube.com/@fcuk708opop7",
459,"@Noah-xg1mu","When the arc will release","Ugx1mz4RAdXyEi617LR4AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=Ugx1mz4RAdXyEi617LR4AaABAg","2024-04-11 13:02:30",0,"When the arc will release","http://www.youtube.com/@Noah-xg1mu",
460,"@sarawatswife","Ep 11 from 8 chapters, hmm interesting","UgyJtxpzLPUcV7Azzcd4AaABAg","",1,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgyJtxpzLPUcV7Azzcd4AaABAg","2024-04-11 12:51:55",0,"Ep 11 from 8 chapters, hmm interesting","http://www.youtube.com/@sarawatswife",
461,"@dyzzee7861","Weird for an anime to start in May","Ugw0WphwauW5Cn5C0s14AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=Ugw0WphwauW5Cn5C0s14AaABAg","2024-04-11 12:19:08",0,"Weird for an anime to start in May","http://www.youtube.com/@dyzzee7861",
462,"@7Trisem7","Пошла возня","Ugym0i7QgPI8PtjJtg54AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=Ugym0i7QgPI8PtjJtg54AaABAg","2024-04-11 11:54:34",0,"Пошла возня","http://www.youtube.com/@7Trisem7",
463,"@Smile_pls.D","This arc will definitely have ALOT of character development for all the characters really waiting to see it !","Ugxov-pqVXidJ5rMDbZ4AaABAg","",25,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=Ugxov-pqVXidJ5rMDbZ4AaABAg","2024-04-11 11:52:44",0,"This arc will definitely have ALOT of character development for all the characters really waiting to see it !","http://www.youtube.com/@Smile_pls.D",
464,"@GojoSatoruOP","I started watching demon slayer a month ago and just finished it yesterday. And now this trailer is making me exhilarated.","UgylMA0vxamqVNS3u4l4AaABAg","",2,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgylMA0vxamqVNS3u4l4AaABAg","2024-04-11 11:40:54",0,"I started watching demon slayer a month ago and just finished it yesterday. And now this trailer is making me exhilarated.","http://www.youtube.com/@GojoSatoruOP",
465,"@shownottell8804","Quality of story and animation falling with every instalment.","UgyTFCUgMJMa_mluEWp4AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgyTFCUgMJMa_mluEWp4AaABAg","2024-04-11 11:37:51",2,"Quality of story and animation falling with every instalment.","http://www.youtube.com/@shownottell8804",
466,"@hazardEXE27","next season you will see peak of demon slayer","UgyTFCUgMJMa_mluEWp4AaABAg.A25ayH1VHPyA26htR17HNV","@shownottell8804",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgyTFCUgMJMa_mluEWp4AaABAg.A25ayH1VHPyA26htR17HNV","2024-04-11 21:57:36",0,"next season you will see peak of demon slayer","http://www.youtube.com/@hazardEXE27",
467,"@toontoon54","Not true, story only ever improving. The writing is magnificent","UgyTFCUgMJMa_mluEWp4AaABAg.A25ayH1VHPyA2BuwpmMjat","@shownottell8804",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgyTFCUgMJMa_mluEWp4AaABAg.A25ayH1VHPyA2BuwpmMjat","2024-04-13 22:27:52",0,"Not true, story only ever improving. The writing is magnificent","http://www.youtube.com/@toontoon54",
468,"@bmounish7706","What do they mean by original story?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????","UgykV_tBHHkBISj7gw94AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgykV_tBHHkBISj7gw94AaABAg","2024-04-11 11:36:05",1,"What do they mean by original story?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????","http://www.youtube.com/@bmounish7706",
469,"@toontoon54","Exactly what it means. Original story.","UgykV_tBHHkBISj7gw94AaABAg.A25alFkXIkyA2Bv1Gplodu","@bmounish7706",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgykV_tBHHkBISj7gw94AaABAg.A25alFkXIkyA2Bv1Gplodu","2024-04-13 22:28:36",0,"Exactly what it means. Original story.","http://www.youtube.com/@toontoon54",
470,"@godenisprogods.7422","My favorite anyme is coming back!!!!","UgxrRcv55Ba3Ni4ad9R4AaABAg","",1,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgxrRcv55Ba3Ni4ad9R4AaABAg","2024-04-11 11:27:29",0,"My favorite anyme is coming back!!!!","http://www.youtube.com/@godenisprogods.7422",
471,"@atharvgupta4244","After a Long time the wait is over❤🎉","UgyvLaIk-dUBA8eLGVd4AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgyvLaIk-dUBA8eLGVd4AaABAg","2024-04-11 11:25:27",0,"After a Long time the wait is over❤🎉","http://www.youtube.com/@atharvgupta4244",
472,"@FFM_LEGEND_YT","😍","UgwN6Ct4HzLAxVkSgwN4AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgwN6Ct4HzLAxVkSgwN4AaABAg","2024-04-11 11:24:44",0,"😍","http://www.youtube.com/@FFM_LEGEND_YT",
473,"@Brayyan02","Where can I watch swordsmith Village arc","UgxKdjPaWxadN5_CmJt4AaABAg","",0,"https://www.youtube.com/watch?v=PraFso1sVIc&lc=UgxKdjPaWxadN5_CmJt4AaABAg","2024-04-11 10:57:45",0,"Where can I watch swordsmith Village arc","http://www.youtube.com/@Brayyan02",
